Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes
Nestle Krunch Roof,H) Hellbound Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/114299680/nestle-krunch-roof,3.0,Trad,5.10b,2,100.0,38.0536,-81.05917,1
Glass Onion,H) Hellbound Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106171345/glass-onion,2.3,Sport,5.10b,1,70.0,38.0536,-81.05917,59
Luck of the Draw,H) Hellbound Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/109025351/luck-of-the-draw,1.5,Sport,5.11c,1,80.0,38.0536,-81.05917,2
The Height of Flashin',H) Hellbound Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/116649560/the-height-of-flashin,1.5,Trad,5.11c,1,100.0,38.0536,-81.05917,2
What a Jam,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106001159/what-a-jam,3.0,Trad,5.9,1,70.0,38.05542,-81.05611,17
Lobster in Cleavage Probe,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106060054/lobster-in-cleavage-probe,2.5,Trad,5.10a,1,70.0,38.05542,-81.05611,6
Night Gallery,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/114216312/night-gallery,2.0,Trad,5.10-,1,80.0,38.05542,-81.05611,2
Do the Funky Evan,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108265123/do-the-funky-evan,3.0,Trad,5.10d PG13,1,80.0,38.05542,-81.05611,2
Sufficiently Wasted,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106731834/sufficiently-wasted,2.3,Trad,5.11a,1,100.0,38.05542,-81.05611,3
Scream Seam,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106037634/scream-seam,2.7,Trad,5.11a,1,40.0,38.05542,-81.05611,9
Drug Virgin,K) Scream Seam Area > Endless Wall > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106567533/drug-virgin,2.0,Sport,5.11d,1,35.0,38.05542,-81.05611,4
Fern Creek Direct,9a) Fern Creek Falls > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108383290/fern-creek-direct,3.0,Trad,5.11a,1,50.0,38.058240000000005,-81.06217,3
Impulse Power,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106781786/impulse-power,1.8,"Trad, TR",5.4,1,45.0,38.05916,-81.06311,28
Transporter Crack,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106781767/transporter-crack,1.6,Trad,5.6,1,40.0,38.05916,-81.06311,58
Crack of the Klingons,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106921409/crack-of-the-klingons,2.3,Trad,5.6,1,40.0,38.05916,-81.06311,34
Beam Me Up Scotty,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106921420/beam-me-up-scotty,2.0,"Trad, TR",5.7,1,40.0,38.05916,-81.06311,35
No Sign of Intelligent Life,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107698707/no-sign-of-intelligent-life,2.0,Trad,5.7+,1,60.0,38.05916,-81.06311,8
The Wrath of Khan,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/109026730/the-wrath-of-khan,3.0,Trad,5.8,1,50.0,38.05916,-81.06311,11
Tractor Beam,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/109035496/tractor-beam,2.3,"Trad, TR",5.8 R,1,40.0,38.05916,-81.06311,3
Night Moves,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112201678/night-moves,2.0,Trad,5.9,1,50.0,38.05916,-81.06311,5
Share the Earth,9) Star Trek Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/110962655/share-the-earth,3.0,Trad,5.11+,1,60.0,38.05916,-81.06311,1
Yert Yak Crack,2) Monolith Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112300651/yert-yak-crack,2.0,Trad,5.9,1,,38.0657,-81.07019,2
First Person,2) Monolith Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106493707/first-person,1.7,Sport,5.10c,1,50.0,38.0657,-81.07019,3
Spiderwalk,2) Monolith Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106170966/spiderwalk,3.0,Trad,5.10c,1,55.0,38.0657,-81.07019,7
Mud and Guts,4) Just Send It Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/109050665/mud-and-guts,2.0,Trad,5.10b,1,70.0,38.06357,-81.06849,4
Fragile Ego System,5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106179907/fragile-ego-system,2.4,Sport,5.10a/b,1,60.0,38.06305,-81.06778,52
The Chameleon,5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106209632/the-chameleon,1.9,Sport,5.10b,1,60.0,38.06305,-81.06778,33
Wild Seed,5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106209593/wild-seed,3.4,Sport,5.11a,1,70.0,38.06305,-81.06778,99
Muscle Belly,5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106493737/muscle-belly,2.1,Sport,5.11c,1,50.0,38.06305,-81.06778,15
"Doer, Not A Critic",5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108214229/doer-not-a-critic,1.5,Sport,5.11c,1,50.0,38.06305,-81.06778,4
Gonad the Bavarian,5) Wild Seed Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106209612/gonad-the-bavarian,2.9,Sport,5.11d,1,50.0,38.06305,-81.06778,8
Hysteria,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106073348/hysteria,2.7,Trad,5.8,1,90.0,38.060559999999995,-81.06663,48
Anal Clenching Adventures,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106244477/anal-clenching-adventures,2.6,Trad,5.10a,1,50.0,38.060559999999995,-81.06663,53
Lewd Operator,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108398854/lewd-operator,2.0,Trad,5.10-,1,70.0,38.060559999999995,-81.06663,4
Triple Treat,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105963432/triple-treat,3.6,Trad,5.10b,1,70.0,38.060559999999995,-81.06663,49
Springboard,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105963436/springboard,3.7,Trad,5.10b,1,70.0,38.060559999999995,-81.06663,93
Bisect,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106001493/bisect,2.0,Trad,5.10c,1,50.0,38.060559999999995,-81.06663,31
Shiny Faces,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106342328/shiny-faces,3.1,Trad,5.10d,1,60.0,38.060559999999995,-81.06663,16
Optical Illusion,7) Orchard Wall > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/110536858/optical-illusion,1.7,Trad,5.11c,1,40.0,38.060559999999995,-81.06663,3
Mega-jug,1) Arm Forces Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106660063/mega-jug,2.4,Sport,5.11b,1,40.0,38.06451,-81.06954,13
Ron Kauk Gets a Perm,1) Arm Forces Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112300628/ron-kauk-gets-a-perm,3.0,Sport,5.11c,1,60.0,38.06451,-81.06954,1
A Wild Hair,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106781838/a-wild-hair,1.0,Trad,5.6,1,70.0,38.05999,-81.06543,1
"Beech, Beeech, Beeeech!",8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106781846/beech-beeech-beeeech,0.7,Trad,5.6,1,50.0,38.05999,-81.06543,3
Goofer's Retreat,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106046103/goofers-retreat,3.1,Trad,5.8+,1,90.0,38.05999,-81.06543,17
S&M,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106493753/sm,2.2,Trad,5.9,1,60.0,38.05999,-81.06543,6
Ritz Cracker,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106660073/ritz-cracker,3.3,Trad,5.9,2,90.0,38.05999,-81.06543,92
Crescenta,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106039070/crescenta,3.8,Trad,5.10a,1,80.0,38.05999,-81.06543,27
Fire and Waste,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106039082/fire-and-waste,2.3,Trad,5.10b,1,80.0,38.05999,-81.06543,3
Constant Velocity,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/114299624/constant-velocity,3.0,Trad,5.10b,1,80.0,38.05999,-81.06543,1
New Tricks for the Old Dog,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108312685/new-tricks-for-the-old-dog,2.3,Sport,5.10b/c,1,60.0,38.05999,-81.06543,41
Jacuzzi Bop,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106046097/jacuzzi-bop,2.7,Trad,5.10d,1,90.0,38.05999,-81.06543,9
Surge Complex,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106193704/surge-complex,3.6,Trad,5.11a,1,80.0,38.05999,-81.06543,5
Pleasure and Pain,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108806683/pleasure-and-pain,3.0,Trad,5.11b,1,80.0,38.05999,-81.06543,3
Grand Space,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106193724/grand-space,3.4,Trad,5.11b,1,100.0,38.05999,-81.06543,7
Nervous Bachelor,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/115964997/nervous-bachelor,3.0,Trad,5.11d,1,80.0,38.05999,-81.06543,1
The Weight,8) Ritz Cracker Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108824018/the-weight,3.0,"Trad, Sport",5.11d,1,80.0,38.05999,-81.06543,1
Two Bag Face,3) Workmen's Buttress > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107129358/two-bag-face,3.9,Trad,5.9 R,1,80.0,38.06369,-81.06911,73
Workman's Comp,3) Workmen's Buttress > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107129370/workmans-comp,2.2,Sport,5.10d,1,60.0,38.06369,-81.06911,13
Toss that Beat in the Garbage Can,3) Workmen's Buttress > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107129386/toss-that-beat-in-the-garbage-can,3.3,Trad,5.10d PG13,1,80.0,38.06369,-81.06911,4
Mr. Workman's Crack,3) Workmen's Buttress > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106179955/mr-workmans-crack,3.0,Trad,5.11b,1,70.0,38.06369,-81.06911,7
Preservation of Wildlife,3) Workmen's Buttress > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107129362/preservation-of-wildlife,3.0,Trad,5.11d,1,100.0,38.06369,-81.06911,1
Rolling Rock,6) Thieves Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108115297/rolling-rock,1.0,Trad,5.9,1,60.0,38.06239,-81.06756999999999,2
Emerald Dance,6) Thieves Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108114552/emerald-dance,3.1,Trad,5.9 PG13,1,100.0,38.06239,-81.06756999999999,11
Baptism by Fire,6) Thieves Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108114616/baptism-by-fire,2.4,Trad,5.9,1,60.0,38.06239,-81.06756999999999,9
Two-Tone Arete,6) Thieves Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106179925/two-tone-arete,3.2,Sport,5.10b,1,65.0,38.06239,-81.06756999999999,36
Sometimes a Great Notion,6) Thieves Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106001204/sometimes-a-great-notion,3.0,Trad,5.11a,1,70.0,38.06239,-81.06756999999999,1
Grand Larceny,6) Thieves Area > Fern Buttress > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108291407/grand-larceny,3.0,Trad,5.11d PG13,1,60.0,38.06239,-81.06756999999999,1
Potato Chip,8) Ram's Head > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106921450/potato-chip,0.0,Trad,5.6,1,40.0,38.04972,-81.02993000000001,1
Sojourners,8) Ram's Head > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106270977/sojourners,3.0,Trad,5.10b,2,90.0,38.04972,-81.02993000000001,1
Welcome to Beauty,8) Ram's Head > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106719972/welcome-to-beauty,3.9,Trad,5.11b,1,120.0,38.04972,-81.02993000000001,18
Screamer Crack,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105951037/screamer-crack,2.7,Trad,5.8,1,80.0,38.05053,-81.03102,22
Momma's Squeeze Box,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106032608/mommas-squeeze-box,2.5,Trad,5.8,1,80.0,38.05053,-81.03102,15
Super Crack,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105949134/super-crack,3.8,Trad,5.9+,1,100.0,38.05053,-81.03102,125
Mushrooms,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106064720/mushrooms,2.8,Trad,5.10a,1,60.0,38.05053,-81.03102,45
Right Son of Thunder,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106032593/right-son-of-thunder,3.9,Trad,5.11c,1,80.0,38.05053,-81.03102,7
Let's Make A Deal,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106270966/lets-make-a-deal,2.6,Sport,5.11c,1,75.0,38.05053,-81.03102,16
Transcendence,7) Thunder Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106064737/transcendence,3.1,Sport,5.11d,1,80.0,38.05053,-81.03102,14
Brain Wave,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106883939/brain-wave,2.1,Trad,5.7,1,70.0,38.054520000000004,-81.03345999999999,29
Journey to the Center of the Brain,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106660052/journey-to-the-center-of-the-brain,2.1,Trad,5.7,1,50.0,38.054520000000004,-81.03345999999999,87
Brain Storm,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106831253/brain-storm,2.0,Trad,5.8,1,70.0,38.054520000000004,-81.03345999999999,39
"You Want It, You Got It",3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106021094/you-want-it-you-got-it,2.2,Sport,5.9,1,60.0,38.054520000000004,-81.03345999999999,70
Out of Mind,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106023149/out-of-mind,2.0,Trad,5.10a,1,70.0,38.054520000000004,-81.03345999999999,55
Brain Teasers,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106023155/brain-teasers,2.6,Trad,5.10a,1,70.0,38.054520000000004,-81.03345999999999,28
Brain Tweezers,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106023161/brain-tweezers,2.9,Sport,5.10c,1,60.0,38.054520000000004,-81.03345999999999,89
M.E.N.S.A.,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106552240/mensa,3.1,Sport,5.11d,1,60.0,38.054520000000004,-81.03345999999999,50
Butta,3) The Brain > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106552247/butta,2.7,Sport,5.11d,1,70.0,38.054520000000004,-81.03345999999999,10
Happy Hands,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106023184/happy-hands,2.8,Trad,5.9,1,70.0,38.05238,-81.03324,95
East Meets West,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/111217734/east-meets-west,1.3,Trad,5.9,1,90.0,38.05238,-81.03324,3
Broken Sling,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106184221/broken-sling,2.8,Trad,5.10a PG13,1,80.0,38.05238,-81.03324,9
Spiderwand,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106023192/spiderwand,3.5,Trad,5.10b,1,80.0,38.05238,-81.03324,38
Wham Bam Thanks for the Jam,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106036569/wham-bam-thanks-for-the-jam,3.5,Trad,5.10b,1,70.0,38.05238,-81.03324,68
Burning Calves,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106001499/burning-calves,3.8,Trad,5.10b,1,70.0,38.05238,-81.03324,110
Rod Serling Crack,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106127068/rod-serling-crack,3.7,Trad,5.10b,1,75.0,38.05238,-81.03324,46
Blue Brains,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/112893703/blue-brains,2.0,Trad,5.11b,1,70.0,38.05238,-81.03324,1
The Will To Power,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106890310/the-will-to-power,3.7,Trad,5.11c R,1,90.0,38.05238,-81.03324,9
Steve Martin's Face,5) Burning Buttress > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107521908/steve-martins-face,3.9,Trad,5.11c,1,80.0,38.05238,-81.03324,9
Mononuclear Knows It,6) Middle Beauty > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106921437/mononuclear-knows-it,2.0,Trad,5.8,1,80.0,38.05129,-81.03222,6
Fat Man's Folly,6) Middle Beauty > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106064677/fat-mans-folly,3.2,Trad,5.9,1,80.0,38.05129,-81.03222,13
"Quick Robin, to the Batcrack!",6) Middle Beauty > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106021084/quick-robin-to-the-batcrack,3.0,Trad,5.10a,1,80.0,38.05129,-81.03222,50
Air,6) Middle Beauty > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106293315/air,4.0,Trad,5.11a,1,70.0,38.05129,-81.03222,3
Chasin' the Wind,6) Middle Beauty > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106064690/chasin-the-wind,4.0,Trad,5.11b,2,90.0,38.05129,-81.03222,20
Direct Start to Chasin' the Wind,6) Middle Beauty > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/113516335/direct-start-to-chasin-the-wind,1.0,Trad,5.11c/d,1,30.0,38.05129,-81.03222,1
Guide Route Right,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105944158/guide-route-right,1.9,"Trad, TR",5.3,1,30.0,38.05531,-81.0362,12
Guide Route Left,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105944154/guide-route-left,1.8,"Trad, TR",5.5,1,30.0,38.05531,-81.0362,13
The Rock,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105944162/the-rock,1.7,TR,5.7,1,30.0,38.05531,-81.0362,3
Rival,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106012643/rival,1.0,TR,5.10a,1,50.0,38.05531,-81.0362,1
Unnamed,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106608664/unnamed,1.3,Sport,5.10c,1,50.0,38.05531,-81.0362,6
Sixteenth Rung,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106011876/sixteenth-rung,1.6,Sport,5.10c,1,50.0,38.05531,-81.0362,17
Pinkney Route,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106011871/pinkney-route,1.5,Sport,5.10d,1,50.0,38.05531,-81.0362,15
White Powerdrette,1) Super Mario Boulder > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106012665/white-powerdrette,2.0,Trad,5.11a R,1,80.0,38.05531,-81.0362,1
Robin,2) Garbage Wall > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106323555/robin,1.7,Sport,5.8+,1,35.0,38.05615,-81.03504000000001,3
Aquaman,2) Garbage Wall > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106932039/aquaman,1.0,Sport,5.9,1,30.0,38.05615,-81.03504000000001,1
Batman,2) Garbage Wall > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106323550/batman,1.0,Sport,5.9 PG13,1,35.0,38.05615,-81.03504000000001,1
Rubbish,2) Garbage Wall > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106932032/rubbish,1.0,Sport,5.11a,1,30.0,38.05615,-81.03504000000001,1
Disturbance,4) Genocide Cave > Beauty Mountain > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106420023/disturbance,3.9,Sport,5.11d,1,70.0,38.05372,-81.03333,78
Just Another Glitch,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108069966/just-another-glitch,1.7,Trad,5.6,1,70.0,38.05092,-81.07276,7
Jumpin' Ring Snakes,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105973930/jumpin-ring-snakes,2.9,Trad,5.9,1,85.0,38.05092,-81.07276,44
Flight of the Gumby,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105944377/flight-of-the-gumby,3.5,Sport,5.9+,1,80.0,38.05092,-81.07276,374
Boing,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106519046/boing,2.5,Sport,5.10b,1,70.0,38.05092,-81.07276,77
Play it by Ear,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106156825/play-it-by-ear,1.4,Sport,5.10b,1,60.0,38.05092,-81.07276,44
The Green Piece,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105944381/the-green-piece,2.8,Sport,5.10b,1,,38.05092,-81.07276,242
Low Voltage,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105966917/low-voltage,2.6,Sport,5.10b,1,70.0,38.05092,-81.07276,186
Springer,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/105966922/springer,2.5,Sport,5.10b,1,75.0,38.05092,-81.07276,178
Stop Pulling My Ear (Arppeggio),Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/106155602/stop-pulling-my-ear-arppeggio,1.3,Sport,5.10d,1,50.0,38.05092,-81.07276,11
"Bag, The",Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/108287485/bag-the,2.6,Trad,5.10d,1,60.0,38.05092,-81.07276,5
Hardcore Female Thrash,Butcher's Branch > Kaymoor > New River Gorge Proper > The New River Gorge > West Virginia,https://www.mountainproject.com/route/107797850/hardcore-female-thrash,3.1,Sport,5.11c,1,70.0,38.05092,-81.07276,27
